scaffold6_cov192	848675
scaffold8_cov197	1581003
scaffold8_cov197	2540884
scaffold8_cov197	3391032
scaffold16_cov191	528340
scaffold16_cov191	1890886
scaffold18_cov188	1447628
scaffold18_cov188	1780283
scaffold18_cov188	1906379
scaffold18_cov188	1997404
scaffold18_cov188	2277372
scaffold18_cov188	2315339
scaffold18_cov188	2509113
scaffold18_cov188	2519563
scaffold18_cov188	3745638
scaffold18_cov188	3837752
scaffold21_cov188	865217
scaffold21_cov188	1694368
scaffold22_cov190	3218165
scaffold22_cov190	4000455
scaffold22_cov190	4314826
scaffold22_cov190	4537749
scaffold32_cov191	4183071
scaffold32_cov191	4635779
scaffold32_cov191	4818840
scaffold32_cov191	5454940
scaffold32_cov191	5453945
scaffold32_cov191	6146282
scaffold32_cov191	6157857
scaffold32_cov191	6330844
scaffold32_cov191	6389948
scaffold32_cov191	6686779
scaffold32_cov191	7030669
scaffold32_cov191	7030371
scaffold32_cov191	7236097
scaffold32_cov191	7432718
scaffold32_cov191	7653388
scaffold32_cov191	7655539
scaffold32_cov191	7655465
scaffold32_cov191	7825915
scaffold32_cov191	8356955
scaffold32_cov191	8361777
scaffold32_cov191	8362234
scaffold32_cov191	8372377
scaffold32_cov191	10837562
scaffold32_cov191	12703795
scaffold32_cov191	13150862
scaffold32_cov191	13286130
scaffold32_cov191	13331595
scaffold32_cov191	14325154
scaffold45_cov184	6097255
scaffold45_cov184	7076469
scaffold45_cov184	7348480
scaffold45_cov184	7588941
scaffold45_cov184	9232798
scaffold45_cov184	10587701
scaffold45_cov184	12402429
scaffold45_cov184	15386947
scaffold45_cov184	20136611
scaffold50_cov180	187905
scaffold54_cov188	3274208
scaffold54_cov188	3273980
scaffold76_cov188	744873
scaffold76_cov188	936593
scaffold76_cov188	936251
scaffold76_cov188	1367532
scaffold76_cov188	2654253
scaffold76_cov188	2817578
scaffold76_cov188	2855753
scaffold76_cov188	3087370
scaffold76_cov188	3601727
scaffold76_cov188	4198143
scaffold76_cov188	5190392
scaffold76_cov188	12303655
scaffold76_cov188	12308741
scaffold76_cov188	12398118
scaffold76_cov188	12411075
scaffold76_cov188	14315014
scaffold77_cov196	184574
scaffold77_cov196	183779
scaffold77_cov196	296110
scaffold77_cov196	1307206
scaffold77_cov196	1465325
scaffold77_cov196	1656021
scaffold77_cov196	2236309
scaffold77_cov196	2694119
scaffold77_cov196	2693666
scaffold77_cov196	2812109
scaffold77_cov196	2844146
scaffold77_cov196	2936944
scaffold77_cov196	2976410
scaffold77_cov196	3046056
scaffold77_cov196	3045462
scaffold77_cov196	3308953
scaffold77_cov196	3527087
scaffold77_cov196	3548581
scaffold77_cov196	3954040
scaffold86_cov183	5269303
scaffold90_cov201	248490
scaffold102_cov191	70347
scaffold102_cov191	150386
scaffold104_cov202	532117
scaffold104_cov202	539545
scaffold104_cov202	989451
scaffold104_cov202	1092047
scaffold104_cov202	1205614
scaffold104_cov202	1286603
scaffold104_cov202	1492195
scaffold104_cov202	1884834
scaffold104_cov202	2090071
scaffold104_cov202	2251860
scaffold104_cov202	2288911
scaffold104_cov202	2293054
scaffold117_cov198	216078
scaffold117_cov198	286142
scaffold117_cov198	292931
scaffold117_cov198	309597
scaffold117_cov198	877049
scaffold117_cov198	1112553
scaffold117_cov198	1273545
scaffold117_cov198	1285220
scaffold117_cov198	1316552
scaffold117_cov198	1348471
