scaffold16_cov208	676044
scaffold19_cov187	566616
scaffold20_cov174	39006
scaffold20_cov174	124258
scaffold30_cov181	123793
scaffold32_cov164	212097
scaffold33_cov185	146736
scaffold33_cov185	1556601
scaffold33_cov185	1726807
scaffold47_cov157	196195
scaffold48_cov166	53575
scaffold48_cov166	158470
scaffold54_cov189	45566
scaffold58_cov172	236592
scaffold58_cov172	890480
scaffold66_cov202	390758
scaffold67_cov174	435578
scaffold67_cov174	850444
scaffold68_cov172	524640
scaffold73_cov189	204977
scaffold74_cov197	770905
scaffold76_cov147	96606
scaffold82_cov170	94480
scaffold84_cov174	498716
scaffold84_cov174	1117621
scaffold84_cov174	1133416
scaffold93_cov178	454361
scaffold96_cov152	5819
scaffold98_cov181	685276
scaffold98_cov181	1176808
scaffold98_cov181	1280392
scaffold98_cov181	1444876
scaffold101_cov191	165322
scaffold105_cov208	978799
scaffold105_cov208	2248806
scaffold141_cov177	46450
scaffold142_cov188	257767
scaffold144_cov207	473424
scaffold153_cov170	466931
scaffold156_cov174	116640
scaffold167_cov186	1367493
scaffold169_cov177	27018
scaffold173_cov176	57922
scaffold176_cov169	163634
scaffold176_cov169	347947
scaffold177_cov157	215131
scaffold186_cov209	944129
scaffold192_cov247	104888
scaffold194_cov187	1127224
scaffold197_cov202	492070
scaffold199_cov156	36289
scaffold202_cov146	44840
scaffold205_cov183	350540
scaffold208_cov190	311312
scaffold208_cov190	424000
scaffold216_cov189	997921
scaffold216_cov189	1359157
scaffold218_cov155	37271
scaffold223_cov212	298252
scaffold224_cov197	34295
scaffold224_cov197	1279982
scaffold224_cov197	1306228
scaffold226_cov163	811652
scaffold250_cov184	360862
scaffold251_cov183	106303
scaffold251_cov183	257059
scaffold252_cov172	138827
scaffold259_cov184	77791
scaffold266_cov178	1244723
scaffold271_cov176	116194
scaffold278_cov165	240703
scaffold296_cov174	86309
scaffold296_cov174	266072
scaffold297_cov179	44174
scaffold297_cov179	1279933
scaffold298_cov158	216673
scaffold302_cov178	514023
scaffold302_cov178	545721
scaffold302_cov178	605865
scaffold304_cov185	1290748
scaffold315_cov208	13950
scaffold321_cov226	614534
scaffold328_cov180	464368
scaffold328_cov180	525461
scaffold329_cov180	363308
scaffold334_cov179	242083
scaffold336_cov194	1137289
scaffold341_cov190	302772
scaffold343_cov183	104518
scaffold344_cov168	415596
scaffold356_cov171	344794
scaffold357_cov206	41087
scaffold357_cov206	131258
scaffold358_cov225	817081
scaffold361_cov200	311579
scaffold361_cov200	467019
scaffold371_cov172	380630
scaffold371_cov172	976127
scaffold371_cov172	985083
scaffold373_cov187	448632
scaffold382_cov192	89366
scaffold382_cov192	706502
scaffold382_cov192	1220729
scaffold382_cov192	1782928
scaffold383_cov175	150712
scaffold388_cov188	577963
scaffold409_cov207	396034
scaffold412_cov182	51773
scaffold428_cov176	242149
scaffold441_cov195	329126
scaffold445_cov178	38095
scaffold452_cov226	126532
scaffold463_cov191	18629
scaffold473_cov183	32721
scaffold477_cov168	178032
scaffold490_cov159	454914
scaffold501_cov198	374660
scaffold515_cov180	716668
scaffold515_cov180	906801
scaffold520_cov179	164175
scaffold530_cov184	133329
scaffold530_cov184	230884
scaffold531_cov162	152725
scaffold536_cov184	146062
scaffold545_cov189	962595
scaffold545_cov189	983110
scaffold547_cov167	343146
scaffold548_cov168	175677
scaffold548_cov168	175343
scaffold549_cov170	161486
scaffold587_cov188	69031
scaffold591_cov158	108811
scaffold592_cov197	21530
scaffold592_cov197	1476852
scaffold593_cov175	587509
scaffold595_cov218	421552
scaffold598_cov177	34505
scaffold598_cov177	101838
scaffold598_cov177	125748
scaffold599_cov206	479974
scaffold611_cov146	798891
scaffold612_cov178	35263
scaffold613_cov177	34198
scaffold613_cov177	419756
scaffold657_cov190	89728
scaffold657_cov190	945934
scaffold663_cov179	197625
scaffold672_cov179	367784
scaffold681_cov163	43729
scaffold687_cov173	11250
scaffold707_cov183	423967
scaffold709_cov187	24829
scaffold728_cov151	86734
scaffold728_cov151	196019
scaffold761_cov175	175000
scaffold776_cov169	221123
scaffold801_cov187	109541
scaffold804_cov175	99106
scaffold804_cov175	424251
scaffold833_cov146	58559
scaffold862_cov160	132486
scaffold864_cov184	348053
scaffold864_cov184	1541264
scaffold882_cov203	210226
scaffold882_cov203	784861
scaffold895_cov182	64489
scaffold896_cov169	60120
scaffold903_cov205	229482
scaffold909_cov189	44597
